Temperature,Humidity,Hour,CO2,Occupancy
21.53333333,34.1,12,1430,1
19.5,31.2,3,438.5,0
19.79,19.29,4,438.5,0
20.5,20.945,22,458,0
21,23.79,4,446.5,0
20.1,33.09,5,449,0
21.2,20.9975,9,801.25,1
22,25.4725,9,933.75,1
19.5,26.7,5,459,0
22.1,26.2,10,1003,1
20.5,21.245,22,451,0
20.53333333,18.96333333,3,426.3333333,0
21.5,36.7,18,1474.5,0
20.39,33,23,541.5,0
19.445,26.795,6,466.5,0
20.89,23.6,5,451,0
21.35666667,18.5,10,457.3333333,0
21.92666667,37.4,15,1752.333333,1
22.89,26.1,13,1007,0
20.7,19.42666667,19,530,0
20.7,35.59,19,1101.5,0
22.06666667,38.79,16,1955.333333,1
20.575,20.9175,22,459.5,0
19.89,18.79,1,438.5,0
22.1,21.2475,15,896.5,1
20.15,19.1,21,447.5,0
21.79,21.395,17,901,1
19.445,26.65,2,464,0
19.6,26.7,5,461,0
20.29,32.9,3,452,0
20.29,33,1,457,0
21.76,20.26,12,800.6666667,1
19.39,31.2,3,433.6666667,0
20,25.5,20,440,0
19.65,28.6,22,439.5,0
21.2,25.29,23,468,0
21.2,19.96333333,19,538,0
20.89,20.4725,9,709.25,1
22.175,27.1,11,1136.75,1
20.5,33.7225,8,495.5,1
19.39,26.7,6,469.5,0
20.56666667,19.5,2,437.6666667,0
20.245,32.845,2,458.5,0
20.34,32.95,0,488,0
22.5,27.29,15,1072,1
19.39,27.39,20,434,0
20.85666667,23.26,6,449.5,0
21,32.425,10,1263.8,1
20.29,33.09,7,453,0
19.7,19.39,6,444,0
19.89,26.29,20,440.5,0
20,29.7225,12,425.75,0
22.1,38.29,17,1917.5,1
20,25.2,20,440.5,0
19.89,18.79,23,441,0
20,24.745,19,441.5,0
20.5,19,3,426,0
20.7675,35.4,19,1078.25,0
21,36.09,19,1268,0
22.89,17.675,12,452.5,0
19.65,28.79,23,438,0
19.39,30.55,9,430,0
20,18.65,1,435,0
21.5,19.39,13,652.6666667,0
22.89,17.6,12,454,0
21.2,25.1,1,438.5,0
22.1,21.15,15,880.5,1
21.5,25.79,21,493,0
19.745,28.05,9,541,1
21.2,19.29,20,482,0
20.9175,35.7175,9,706.25,1
21,32.4725,10,1289.25,1
20.1,33,5,453,0
21.1,25.06666667,1,439,0
19.63333333,30.1,12,423,0
22.5,27.1,15,1070.75,1
20.29,18.65,6,433.5,0
22,37.56,18,1737,0
20.5,33.09,22,572,0
21.5,19.365,13,656.25,1
21.1,32.845,10,1338,1
21.15,23.7225,8,615.75,1
21.7,26.89,20,529,0
22.1,26.5,11,1063.75,1
19.29,27.7,19,437,0
21.5,18.42666667,10,459,0
20.73,22.5,7,472,1
22.1,38.79,16,2000,1
20.29,32.9,2,459.5,0
20.89,23.6,5,444,0
22.29,25.945,13,809.5,1
22.32333333,26.46333333,16,1076.333333,1
20,18.89,22,442.6666667,0
19.29,27.6,19,435,0
21.29,33.195,11,1432.75,1
19.5,27.6,21,449,0
22.1,37.8175,18,1801.75,1
21.42666667,25.73,21,485.3333333,0
21.34,25.7,22,476,0
23.1,17.06,13,445.25,0
22.29,27.39,19,612,0
21.29,20.39333333,18,704.3333333,0
20.5,21.39,17,440,0
19.65,28.945,23,438.5,0
19.29,31.7,5,436.5,0
20.6,19.29,19,516,0
21.2,19.29,16,440.25,0
21.39,20.5,18,719,0
20.5,19.2,20,467,0
19.79,27.5,21,441,0
19.6,29.55,0,437,0
22.175,26.6,11,1070.25,1
23,17.315,12,452,0
19.13333333,31.2,7,433.6666667,0
22.39,26.29,16,1044.5,1
20.5,19.89,1,438.5,0
20.89,20.1,21,472,0
20.39,30.77,9,902.5,1
20.2,32.79,2,455,0
19.1,31,11,432,0
19.29,26.79,4,469,0
19.79,19.15,3,440,0
21.89,25.2,9,895.5,1
22.1,38.79,16,1990.8,1
22.365,17.39,14,441,0
21.63333333,20.32333333,11,790.6666667,1
20.2,33.06,6,443.3333333,0
21.29,25.245,0,453,0
20.32333333,33,0,489.6666667,0
19.39,27.6,20,440.3333333,0
20.89,23.5,5,449,0
22.075,21.3925,15,880.5,1
19.315,30.6,10,430,0
20.445,19.29,19,481.5,0
20.05,25.15,20,443,0
20.29,33.09,7,442,0
19.23,30.53333333,11,432.6666667,0
20.89,24.39,4,439.5,0
20.39,20.1,1,435,0
20.29,33,7,450,0
19.29,31.7,6,432,0
22.6,28.29,15,1100,1
19.2,30.6,11,431,0
19.79,28.03333333,22,431.6666667,0
19.39,26.84,5,461,0
22.1,21.77,15,924,1
21.2,25.2,0,449,0
21,19.5,19,569,0
21.39,25.7,22,477.5,0
21.2,25.1,1,441,0
19.5,27.79,22,452,0
20.1,33,5,442,0
21.7,18.29,10,454.6666667,0
22.2,27.1,14,839,1
21.1,33.045,11,1361.75,1
22.125,17.815,14,438.75,0
19.39,31.2,4,437,0
19.89,26.2,20,441.3333333,0
19.315,27.6,19,434.5,0
19.39,27.39,21,449,0
22.5,27,15,1063.5,1
20.89,24.89,3,441,0
21.2,19.29,20,484.5,0
23.1,17,12,441.6666667,0
20.23,20.63333333,1,435,0
22.16666667,21.76,15,920.3333333,1
21.7675,21.8175,17,926.75,1
22.4725,17.39,14,440,0
22.29,28.5,14,1037,1
21.39,25.7,21,486,0
21.2,25,1,442.3333333,0
21.89,18.1,10,457.25,0
20,25.29,20,442,0
22.2,38.4,17,1959,1
21.1,25.34,1,444,0
20.2,18.56666667,7,430,0
22.1,20.1975,14,768.5,1
21.39,19.5,13,663.25,1
20,18.7,0,439,0
21.42666667,34.06,12,1367.666667,1
20.29,20.7,1,432.5,0
19.66666667,19.35666667,7,453.3333333,0
19.2,30.79,11,425.6666667,0
19.39,27.2,17,425.3333333,0
19.39,31.39,4,436,0
20.29,18.73,6,442,0
19.29,27.5,18,426,0
22.445,17.65,11,458,0
20.5,19.65,2,432,0
19.39,26.7,4,473,0
20,25.2,20,447,0
19.42666667,26.89,0,460,0
19.34,26.05,7,468.5,0
20.6,19.34,2,436,0
21.6,26.29,21,503.5,0
21.745,21.34,16,893,1
20.2,33.09,6,446,0
20.39,21.29,23,445,0
21.7,18.39,10,454,0
20.85666667,19.76,8,598.6666667,1
20.1,33,4,449.6666667,0
19.23,31.13333333,8,428,0
20.025,29.65,12,425.5,0
20.34,32.95,0,481,0
20.29,19.15,9,458.5,0
20.03333333,18.63333333,0,438,0
19.39,30.89,2,443,0
21.79,27.1,19,542,0
20.1,33,4,451,0
21.2,25.1,1,441,0
20.315,33.345,8,474.25,0
23,17.46333333,12,446,0
20,18.79,1,435,0
20.6,28.6,13,427,0
19.39,26.82333333,0,461.3333333,0
21.5,20.7,18,750.5,0
22.29,38.59,17,1992.5,1
22.1,21.145,15,883.5,1
21.89,36.59,15,1625,1
21.7,20.5,11,813.25,0
21.1,33.0225,10,1349.25,1
20.5,33.09,22,557,0
22,24.1,18,844,0
20.29,32.9,1,463.3333333,0
20.39,18.92666667,3,434.3333333,0
19.5,30.03333333,0,436.6666667,0
19.39,26.89,1,462.5,0
19.34,31.445,4,437,0
19.5,26.89,0,464.5,0
20.56666667,19.53333333,2,436.6666667,0
19.89,18.89,2,437,0
19.53333333,30.1,1,439.6666667,0
22.2,26.9175,14,850,1
21.73,20.35666667,12,801.6666667,1
20,18.7,23,438,0
19.39,26.7,3,470,0
22,17.9725,15,446.5,0
20.2,18.6,7,436,0
20.7,31.745,10,1080.75,1
20.445,33.245,22,594,0
20.29,33.045,7,454,0
21,25,2,442,0
22.865,17.6,12,452.5,0
19.79,27.6,22,440,0
19.89,27,21,442.5,0
19.79,19.2,3,440,0
19.79,19.29,4,442,0
19.79,19.29,3,439.5,0
23.1,16.84,13,446,0
20.39,30.8925,9,909.25,1
19.65,29.34,23,433,0
21.2,25.2,0,454.5,0
19.39,30.7,2,436,0
19.6,29.79,0,435.5,0
19.79,27.5,22,444.5,0
20.4725,30.9175,9,921.5,1
19.2225,31.1,8,432.5,0
21.89,27.1,19,548.5,0
20.2,19.05,21,448,0
20,18.7,0,434,0
19.39,26.79,0,464,0
20.15,33.2,6,449,0
21.745,20.6,11,821.75,1
20.5,33.2,22,583.5,0
20.7,27.76,13,423.6666667,0
22.1,39.09,17,2013,1
20.1,18.79,23,439,0
19.32333333,31.29,4,431,0
21.29,25.7,22,480,0
19.79,19.29,4,441.5,0
21.55,23.5,18,738.5,0
19.29,27.6,19,428.5,0
20.5,21.1,22,447,0
20.39,20.1,1,433.5,0
20.15,18.89,21,442,0
19.245,31.15,8,424.5,0
20.445,33.19,22,582,0
19.39,26.89,2,472,0
20.39,18.6,6,432.6666667,0
19.89,26.84,21,429.5,0
22.39,26.84,16,1072.75,1
20.7,26.65,13,420.5,0
20.79,22.89,6,452,0
19.675,30.2,12,428.75,0
19.79,28.15,22,433.5,0
22.1,26.245,10,1008,1
19.7,19.2,6,445,0
20.7,35.29,19,1029,0
20.7225,31.865,10,1111,1
20.89,24.79,3,448,0
20.2,32.9,4,443,0
20,18.7,1,439,0
20.89,23.6,5,448.5,0
19.675,19.4725,8,453.5,0
19.39,30.53333333,12,432.6666667,0
21.6,26.6,20,511.5,0
21.39,25.7,22,488,0
20.39,33,22,567,0
21.29,33.05,14,1129,1
20.35666667,20.7,0,444.3333333,0
19.89,18.79,23,438.5,0
21.89,37,15,1714.333333,1
20.34,33,7,452,0
19.79,19.29,5,437,0
21.29,19.66666667,13,665.3333333,0
21.79,27.1,20,542,0
19.29,26.89,4,466,0
20.89,23.29,6,446,0
19.39,30.89,2,434.5,0
20.7,20.5,16,438,0
19.39,30.55,2,436.5,0
20.39,22.1,18,444.5,0
20.5,33.59,21,678,0
21.89,19.5,14,717,1
20.1,19.1,21,450,0
20.2,32.9,3,445.5,0
22.1,21.445,15,883.5,1
20.7,28.1,13,426.5,0
19.65,29.245,23,438,0
20.9175,19.79,9,642,1
19.1,30.89,11,432.5,0
20.865,19.945,16,435.75,0
20.29,33,7,451,0
19.1,31.39,7,433,0
20.5,21.26,17,441.3333333,0
20.29,33,1,461.5,0
22.1,38.6225,16,1989.25,1
20.7225,27.84,13,420.5,0
21.445,24.34,8,787.5,1
20.5,34.2,20,796.25,0
20.7,20.39,21,457.5,0
21.7,20.5,11,831,1
19.79,19.245,3,437.5,0
22.2225,24.84,17,933.25,1
20.1,33.09,6,443.5,0
20.29,32.9,3,453,0
22,18.1,10,460,0
19.39,26.7,3,473,0
22.1,26.6,11,1083.666667,1
19.5,27.6,21,449,0
19.245,31.1,8,438.5,0
19.7,29.16666667,23,439.6666667,0
20.7,22.89,6,454.5,0
20.5,33.5,21,645,0
21.79,27.05,20,531,0
19.89,19,2,438,0
20.35666667,33,0,500.3333333,0
20.2,32.9,3,447.5,0
20,18.7,1,437,0
19.6,29.29,23,437,0
19.34,26.89,4,462.5,0
22.03333333,37.59666667,18,1774,0
21.79,19.05,14,629.75,1
21.745,35.24,14,1418.5,1
19.6,29.5,0,440,0
20.245,32.845,2,452.5,0
20.6,19.5,2,440,0
19.89,26.5,15,421,0
19.39,27.39,20,444,0
19.29,30.89,9,432,0
22.315,26.1,13,862,0
19.79,19,3,435,0
21,36.145,19,1267.5,0
20.2,19.13333333,20,448.6666667,0
21.29,25.7,22,476.5,0
20.79,35.7,19,1152.5,0
21.29,24.1,8,694.25,1
20.29,18.745,6,434,0
22.39,26.53333333,16,1064,1
22,37.945,15,1848.25,1
19.16666667,31.39,7,428.6666667,0
20.29,33.09,6,450.3333333,0
19.245,31.7,5,434.5,0
20,18.79,22,440.5,0
19.79,28.2675,9,559.75,1
20.6,19.29,2,434,0
20.29,33,0,477,0
20.89,18.82333333,9,459.3333333,0
19.29,31,9,432.75,0
21.2,19.39,20,477,0
21.2,25.39,23,464,0
21.7225,20.87,10,846.75,1
21.29,19.55,13,658.5,1
19.5,27.6,22,444,0
20.29,32.9,1,464,0
21,36.09,19,1256,0
20.29,33.2,8,456.5,0
22.1,21.63333333,15,925,1
21.245,20.79,19,563.5,0
21.075,32.8725,10,1330,1
19.245,31.65,6,437.5,0
19.46333333,27.56666667,21,450,0
23.1,27.16666667,18,683.5,1
22.35666667,17.79,11,459,0
20.89,20,18,616.5,0
21.5,33.59,12,1307,1
20.5,21.39,17,437.25,0
19.29,26.2,6,461.5,0
21.29,25.2,0,454.5,0
22.945,27.39,18,685,0
20.56666667,21.03333333,22,456,0
19.89,18.79,1,443.6666667,0
22.39,26.29,16,1049.666667,1
19.7,19.29,7,446.5,0
20.5,34.245,20,807,0
20.29,32.9,1,463,0
20.7,26.745,13,428,0
22.7,27.5,18,670,0
19.39,30.79,2,438,0
19.29,26.79,4,470,0
19.42666667,30.53333333,9,426.6666667,0
19.6,29.5,0,438,0
19.5,27.6,21,454.5,0
20.2,19.1,20,455,0
20,18.7,1,435,0
19.39,27.2,17,428,0
20.5,19.55,2,434,0
20.29,18.745,6,433,0
20.945,23.5,5,450.6666667,0
21.89,21.32333333,16,879,1
21.39,33.36333333,11,1453.333333,1
20.06666667,18.89,22,439.6666667,0
19.2,31.5,6,430,0
19.39,26.7,4,464,0
19.6,19.5,8,450,0
20.6,18.9725,9,457,0
20.6,21.05,17,439.5,0
20.29,32.9,1,461,0
20.89,36,19,1227,0
19.5,27.6,22,445.6666667,0
20.445,33.19,22,588.5,0
19.39,31.39,4,437.25,0
20,18.79,23,439.5,0
20.5,21.1,22,453,0
19.79,19.39,6,442,0
21.445,34.045,12,1361.5,1
19.5,30.39,1,443,0
22.55,28.2675,15,1097.5,1
22.29,26.1,13,898.5,0
21.2,18.6,10,463.3333333,0
21.2,32.9,13,1113.25,1
19.745,19.29,5,443.5,0
19.7,19.39,7,449.5,0
20.89,32.29,10,1218.5,1
22.73,17.03333333,13,441,0
20.745,34.5675,9,593.75,1
19.29,30.5,10,430.6666667,0
19.5,27.1,23,462,0
21.1,25.39,1,450,0
22.2,27.745,14,942,1
21.7,20.42666667,12,808,1
22.675,26.575,12,1078.5,0
20.29,33,1,470,0
19.5,30.2,1,436.5,0
22.075,38.895,16,1981.25,1
19.79,19.29,3,439,0
21.2,25.2,0,457,0
21.29,21.245,10,821.5,1
21.29,33.2225,14,1147.25,1
20.2,32.9,4,445.5,0
20.89,23.63333333,5,441.6666667,0
19.79,19.29,3,437.5,0
19.39,27.6,19,437,0
20.6,35,20,970.5,0
20.29,18.65,6,438,0
20.5,33.59,21,675.3333333,0
19.7,19.5,8,454,0
19.79,19.29,5,435.5,0
19.39,27.2,17,423,0
20.1,24.2,19,435,0
20.7675,22.65,7,478,1
21.39,18.5,10,459.25,0
21.39,20.97,10,831.75,1
19.39,26.82333333,2,466,0
19.39,26.79,5,462,0
20.29,26.2,14,426.25,0
19.39,27.13333333,17,424,0
21.9175,37.09,15,1689.5,1
21.2,25.245,0,455.5,0
21.79,21.745,17,914,1
20.7,22.5,7,453.5,0
21,24.39,3,444,0
21.2,36.245,18,1355,0
20.6,19.34,19,523,0
21.5,20.7,18,746,0
22.29,26.1,16,1054.666667,1
21.2,25.5,23,469,0
20.29,32.9,2,459.5,0
19.2,31.1,7,431,0
21.365,21.315,10,847.25,1
21,19.79,20,472,0
21,23.56666667,7,548.5,1
19.79,28.05,22,433,0
19.7,19.39,7,448,0
21.2,25.29,23,463,0
21.1,19.5,20,489,0
20,18.745,0,442,0
21.29,21.29,10,837,1
19.39,26.1,7,465.5,0
19.39,27.15,17,422,0
19.23,27.73,19,432.6666667,0
19.89,26.79,21,437,0
20,24.32333333,19,441.5,0
20.2,19.1,21,443.6666667,0
19.89,18.89,1,437,0
20.29,32.9,1,472,0
19.73,19.39,5,444.6666667,0
19.7,27.9175,8,528.75,1
21.2,25,1,443,0
19.34,27.2,1,457,0
22.2,26.213,14,788.6,1
19.5,26.7,2,472,0
21.79,21.63333333,16,921.6666667,1
20.89,35.32,9,669.5,1
21.2,19.39,20,483.25,0
19.29,26.89,4,459,0
19.5,27.7,22,450,0
20.39,32.9,23,506.5,0
20.5,31.1225,9,929.25,1
21.2,21.6,18,616,0
20.5,19.1,3,437,0
19.5,27.7,22,453,0
20,18.79,22,442,0
21.7,20.34,12,798.5,1
20.245,18.55,7,432,0
21.1,25.46333333,0,450.3333333,0
22.2,27.1,12,1110,1
20.39,26.23,14,426,0
20.7,34.09,9,556.6666667,1
20.1,33,4,446,0
20.79,31.99333333,10,1159.333333,1
20.15,23.65,19,442,0
21.7,24.7,9,817.75,1
20,18.84,22,441.5,0
19.5,27.1,23,448,0
22.23,25.66666667,17,1023.666667,1
20.29,32.9,1,467,0
20.245,32.895,3,454.5,0
19.5,27.6,21,447.6666667,0
20,18.6,1,436,0
21.2,19.34,20,485.5,0
20.79,22.89,6,448.3333333,0
20,18.89,22,439.6666667,0
19.39,27.2,1,465.5,0
22.2,24.34,17,907,1
19.7,19.39,6,450,0
22.1,37.9,18,1803.25,1
20.5,19.29,19,479,0
20.29,33.2,8,450,0
19.445,26.7,6,462,0
22.5,27.315,15,1068,1
19.29,26.79,3,470,0
20.5,33.59,21,657,0
20.7,22.5,7,459,0
20.39,18.6,6,434,0
20.525,28.7225,13,426.75,0
19.39,31.29,4,434,0
22.075,37.8975,18,1819.25,1
20.39,32.9,0,498,0
20.445,33.045,22,559,0
22.6,26.5,12,1045.333333,1
21.9725,37.9,15,1819,1
20.89,24.34,4,445,0
21.5,34.39666667,12,1407,1
19.66666667,27.73,8,510.6666667,1
19.39,26.7,3,465.3333333,0
20.5,33.29,22,630,0
21.9725,21.315,16,869.75,1
19.39,26,7,466,0
19.39,27.2,1,464,0
22.1,17.89,14,437,0
20.1,33.09,6,447.6666667,0
22.1,39.045,16,2008.25,1
19.79,19.1,3,442,0
19.625,30.125,12,426.25,0
21.63333333,36.93333333,18,1544.333333,0
21.89,19.55,14,709.75,1
19.89,25.89,20,441,0
22.89,17,13,437,0
21.7225,21.8925,16,953.5,1
21.53333333,36.79,18,1508.333333,0
21.79,23.7,18,781,0
22.29,26.26,13,887.3333333,0
19.39,26.84,5,461.5,0
21.7,23.39,18,763,0
20.89,24.39,4,443.5,0
19.89,19,2,443,0
22.29,25.7,16,1045.666667,1
20.82333333,35.82666667,19,1182.666667,0
20.7,22.7675,7,456.75,0
19.39,31.29,4,436,0
22.2,17.89,10,459.75,0
20,24.89,19,439,0
21.89,21.5225,16,880.5,1
19.39,30.5,12,427,0
20.39,19.1,20,465,0
20.79,20,16,438.75,0
20.29,33.09,8,453,0
19.39,30.89,2,435.3333333,0
19.39,26.89,2,469,0
19.445,26.7,5,459.5,0
19.79,19.29,5,442,0
22.39,27.5,18,627.5,0
21.29,25.7,22,477.5,0
20.68,27.79,13,428.75,0
22.29,26.29,13,879.25,0
19.39,26.79,0,458,0
21.2,19.315,20,491.25,0
22.075,26.2225,9,1026.5,1
19.53333333,30.32333333,1,437,0
20.245,18.745,6,433,0
20.16666667,21.23,0,446.3333333,0
19.1,31.46333333,7,440.6666667,0
22,26.29,10,1024,1
20.525,19.175,3,433,0
21.1,25.39,1,448,0
20.89,23.15,6,448.5,0
19.2,31.2,7,431.6666667,0
21.65,26.65,20,514,0
19.89,18.79,1,444,0
19.39,30.89,2,434,0
21.15,25.245,1,449.5,0
22.89,27.445,18,691,0
19.29,31.1,9,440,0
21.2,25.5,23,467,0
19.245,27.65,19,431.5,0
19.5,27.6,23,455.6666667,0
19.945,18.7,23,441,0
19.89,18.89,2,437,0
19.5,30.1,1,431,0
22,26.2,10,1025,1
19.5,27,0,451.5,0
19.29,26.79,4,467,0
21.79,18.99333333,13,631,1
20.96333333,23.79,4,442.3333333,0
20.29,19.175,9,454.4,0
21.5,24.39,8,782.5,1
19.245,31.445,6,436.5,0
20.29,33,0,485,0
21.79,27.1,19,540,0
20.29,32.9,3,455.5,0
21.7,18.39,15,441.5,0
22.06666667,21.49333333,15,876.3333333,1
19.89,26.6,21,439,0
20.39,18.7,4,430,0
19.2,31.55,6,434.5,0
20.39,33.5,8,484.5,1
19.79,19.34,4,442.5,0
20.39,33,23,530,0
21,25,2,439.5,0
19.445,26.39,7,471.5,0
19.79,27.7,22,436.5,0
20.84,19.745,8,614,1
20.7,31.46333333,10,1074,1
21.56666667,26.2,21,502,0
22.1,26.35666667,9,1033,1
19.6,26.76,16,429,0
21.79,37.29,18,1661.5,0
19.39,26.7,2,470.3333333,0
20.79,31.8225,10,1143.75,1
20.39,19.34,19,492,0
19.2225,31.15,8,435.5,0
19.445,30.65,2,440,0
19.39,26.7,3,472,0
20.5,26.26,14,425.6666667,0
21.39,20.5,18,724,0
22.1,21.06666667,15,870,1
22.6,26.1,13,949.5,0
21,24.39,3,445.5,0
19.39,26.7,3,475,0
20.6,20.89,22,453.5,0
19.245,30.55,11,437,0
20.89,23.39,5,448,0
19.39,26.66666667,2,470.6666667,0
21.5,18.7675,15,440.75,0
19.79,19.1,3,436.5,0
21.7675,20.545,12,817.5,1
21,24.89,2,448,0
21.6,36.925,18,1534.25,0
21.2,33.16333333,11,1402.666667,1
20.7,35.29,19,1060,0
20,18.7,23,438,0
20.29,19.29,20,459,0
21.39,25.7,22,479,0
19.2,31.6,5,435,0
20.39,32.9,23,501,0
20.39,33,23,543,0
22.29,26,13,813.6666667,0
20.7,20.6,21,463,0
20.29,20.7,1,447,0
20,18.7,0,436.5,0
20.2,32.9,3,450,0
19.79,19.1,3,438.25,0
22.39,28.2,14,1051,1
19.39,27.2,1,462,0
19.2,31.7,6,426,0
19.2,31.1,8,437,0
20.5,33.59,21,678.5,0
20.29,33,0,488,0
21.2,25.34,23,465.5,0
20.89,19.79,18,576.5,0
19.39,31.05,2,435.5,0
21.29,19.6,13,653.5,1
22,20.96333333,15,854,1
20.29,20.7,1,437.5,0
20.39,18.7,5,427,0
21.84,36.145,14,1541,1
21.1,32.925,11,1370,1
20.2,18.7,6,426,0
19.5,30.29,1,444.6666667,0
21.39,33.4975,11,1462.75,1
20.39,18.82333333,3,430,0
19.29,27.6,18,428.5,0
19.29,26.79,3,467.6666667,0
19.39,27.2,1,460,0
22.15,27.245,19,586.5,0
19.39,30.6,9,435,0
22.2675,25.89,14,795,0
20.5,31.245,9,967.75,1
19.39,31,3,438.3333333,0
22,21.15,16,877.75,1
19.29,26.89,4,466,0
20.5,19.79,1,436,0
21.39,22.79,18,698,0
20.245,32.845,2,451.5,0
19.89,18.96333333,2,431.6666667,0
19.29,26.79,3,469,0
20.5,34.29,20,814.5,0
21.2,32.9,13,1113.75,1
20.55,20.89,22,449.5,0
22.025,23.945,17,853.25,1
19.39,27.39,20,444,0
20.89,23.1,6,449.5,0
22.365,26.29,16,1067.25,1
22.2,21.34,14,888.25,1
22.39,27.0225,16,1074.75,1
21.39,34.0675,12,1362,1
19.63333333,19.42666667,8,457,0
20.7,35.29,19,1059,0
19.29,27.29,18,425,0
20.29,22.7,18,436,0
19.79,19.2,3,437,0
20.13333333,29.5,12,430,0
19.5,27.55,21,447,0
21.1,25.39,0,451.6666667,0
20.945,23.39,7,531.25,1
20.89,24.89,3,443,0
20,18.89,23,440.3333333,0
22.1,38.845,16,2007.5,1
20.2,32.9,3,453,0
19.5,27.65,22,454,0
20.865,19.7675,8,620.25,1
20.39,20.39,1,443,0
19.39,26.7,5,461,0
22.29,17.6,14,438,0
22.05,26.245,10,1009,1
20.96333333,19.79,21,471.3333333,0
19.39,26.89,2,471,0
19.5,30.6,1,436,0
20.29,19.2,20,457.6666667,0
20.2,19.1,21,449,0
20.675,33.975,9,527.75,1
20.7,35.59,19,1120,0
20.39,18.7,5,430.3333333,0
19.89,26.1,20,436,0
20.1,21.1,0,443,0
22.79,17,13,440.25,0
20,25.7,20,445,0
19.5,30.5,1,441,0
19.46333333,27.26,1,456.6666667,0
21,19.79,20,471,0
21.39,20.865,10,798.5,1
19.29,26.89,4,467.5,0
20.79,34.9725,9,631,1
20.5,33.09,22,563,0
22.66666667,26.06666667,13,962.3333333,0
19.39,30.79,2,437,0
20.29,18.7,6,434,0
19.2,31.6,6,439.3333333,0
19.23,30.53333333,11,433,0
19.39,27.2,17,424,0
20.29,18.745,5,430.5,0
19.5,27.7,23,447.5,0
20.5,33.59,21,667,0
20.6,21.03333333,17,439.6666667,0
21.29,25.2,0,456,0
20.2,18.7,6,432,0
20.39,33,23,540,0
20.89,24.1,4,445,0
19.7,19.39,6,442,0
19.79,19.245,3,436,0
19.39,27.39,21,443,0
21.245,32.925,13,1126.5,1
19.39,27.2,17,421.6666667,0
19.39,30.55,2,441.5,0
20,25.89,20,440,0
22.025,26.315,10,1039,1
20.96333333,18.79,9,459,0
19.6,19.5,8,448,0
23.06666667,17.26,12,448.6666667,0
20.2,18.5,7,427.5,0
19.5,27.6,22,442,0
21.5,25.89,21,493.5,0
22.05,38.69,16,1962.75,1
19.89,27.1,21,438.5,0
20.29,33,1,461,0
19.29,26.7,4,471,0
22.2,17.7,14,442,0
21.365,33.09,13,1197.5,0
22.1,26.5,11,1063.5,1
20.29,32.9,3,452,0
20.89,19.7,8,594,1
23.075,16.865,13,443.25,0
22.1,38.2,17,1880,1
20.6,26.13333333,14,426,0
20.2,33.09,5,451,0
19.5,27,0,458,0
19.5,26.5,7,467,0
19.29,31.2,3,437,0
21.745,20.7225,11,852.5,1
22,38.37,16,1904,1
19.39,30.5,12,428,0
20.7,27.2675,13,425.25,0
21.89,37.5,18,1722,0
20.39,21.7,17,430,0
20.815,18.815,9,458.5,0
20.65,20.65,22,460,0
20.2,21.2,23,442.5,0
19.89,18.945,2,436,0
19.7,28.89,23,439,0
20.7,35.7,19,1134,0
19.5,26.7,8,477.5,0
20.245,19.245,20,465.5,0
19.39,26.79,0,459,0
22.39,26.045,16,1046,1
19.39,27.2,1,463,0
22.29,25.96333333,13,801,1
21.39,33.09,13,1213.75,0
21.56666667,33.79,12,1399,1
23.1,17,12,449.6666667,0
22.96333333,16.79,13,440,0
19.39,27.1,1,466,0
19.39,26.7,6,467.3333333,0
19.79,19.29,3,440,0
19.29,31.46333333,4,435,0
20.55,19.65,2,429,0
19.65,19.34,7,444,0
22.79,27.5,18,685.6666667,0
20.5,19.6,2,435,0
20.2,18.6,6,431,0
19.5,27,0,456,0
21.73,37.12666667,18,1629,0
20.55,21,22,454.5,0
19.89,18.745,1,435.5,0
20.5,33.09,22,570,0
19.39,26.6,2,470.5,0
21.6,26.55,20,515.5,0
22.2,21.575,15,910.75,1
21.175,19.79,19,514.75,0
21.79,21.7225,17,936,1
21.2,19.895,19,531,0
20.29,21.29,23,445.5,0
19.29,31.2,8,433,0
21.2,19.39,20,474,0
20.2,18.6,7,432,0
22.7,26.89,12,1113.666667,0
22.39,27.5,18,632,0
22.89,17.625,12,457,0
21,19.6,20,479.5,0
20.26,22.99666667,18,435.25,0
20.29,32.9,2,463,0
19.23,31.63333333,5,432,0
20.39,19.2,19,475,0
19.6,19.5,8,453.6,0
19.26,31.66666667,6,437.3333333,0
20,18.7,0,437,0
20,18.89,22,444.5,0
20.39,19.1,20,458,0
19.2,31.55,6,432.5,0
21.89,37.495,15,1785,1
22.2,26.6,11,1075.5,1
21,24.63333333,3,441.3333333,0
20.2,26.2,15,417.5,0
22.1,21.3925,15,908.5,1
22.06666667,26.35666667,10,1032,1
22.5,27.1,15,1072.333333,1
20.39,18.7,4,432.5,0
20.29,21.29,23,445,0
22.2,27.05,11,1131,1
22.2,26.9175,11,1104,1
20,18.84,22,442,0
19.84,19.1,3,436,0
19.34,31.5,4,433.5,0
19.5,27.7,23,453,0
21.865,36.24,14,1565,1
20.39,18.7,5,431,0
20.29,20.76,1,438.3333333,0
20.39,22.05,18,441,0
22.29,26.2,13,891,0
22.7,17.075,13,446.5,0
19.63333333,27.73,8,512,1
21.2,19.39,20,481,0
20.89,23.39,5,450,0
21,20.79,9,757,1
21.5,26,21,503.5,0
20.89,24.2,4,439,0
